year,title,vote_average,vote_count,budget,revenue,runtime,genres_description
2004,The SpongeBob SquarePants Movie,7,2674,30000000,140161792,87,"Fantasy, Adventure, Comedy, Animation, Family"
2011,Kung Fu Panda 2,7,6534,150000000,665700000,91,"Animation, Family, Comedy"
2012,Hotel Transylvania,7,8160,85000000,358375603,91,"Comedy, Animation, Fantasy, Family"
2019,Shazam!,7,8990,80000000,366080049,132,"Action, Comedy, Fantasy"
2023,Oracle,7,71,0,0,85,Horror
2013,Monsters University,7,10048,200000000,743600000,104,"Animation, Family"
2005,Charlie and the Chocolate Factory,7,14298,150000000,475000000,115,"Comedy, Family, Fantasy, Adventure"
2023,Plane,7,1932,25000000,51000000,107,Action
2019,The Secret Life of Pets 2,7,2837,80000000,429434163,86,"Animation, Family, Comedy, Adventure"
1950,Cinderella,7,6338,2900000,263600000,74,"Fantasy, Romance, Family, Animation"
1986,Top Gun,7,7917,15000000,356830601,110,"Adventure, Drama, Action"
2022,Uncharted,7,5319,120000000,407100000,116,"Action, Adventure"
2010,Love & Other Drugs,7,4826,30000000,102800000,112,"Romance, Drama, Comedy"
2022,Encanto at the Hollywood Bowl,7,150,0,0,45,"Music, Documentary"
2021,The Forever Purge,7,2294,18000000,76994245,103,"Thriller, Action, Horror"
2023,After Everything,7,617,14000000,10600000,93,"Drama, Romance"
1998,Rush Hour,7,4495,33000000,244721064,98,"Crime, Comedy, Action"
2022,Wifelike,7,210,0,0,106,"Mystery, Thriller, Science Fiction"
2023,Ballerina,7,354,0,0,93,"Action, Thriller"
2022,Black Adam,7,5717,200000000,393252111,124,"Science Fiction, Adventure, Action"
2017,Beauty and the Beast,7,14996,160000000,1266115964,129,"Fantasy, Family, Romance"
2023,Totally Killer,7,568,0,0,105,"Science Fiction, Comedy, Horror"
2023,"Muchachos, la película de la gente",7,5,0,0,0,Documentary
2023,Ghosted,7,1478,0,0,117,"Action, Comedy, Romance"
2023,Mortal Kombat Legends: Cage Match,7,67,0,0,80,"Fantasy, Animation, Action"
2011,Real Steel,7,7718,110000000,299268508,127,"Science Fiction, Action, Drama"
2023,To Catch a Killer,7,678,0,200221,119,Thriller
2015,The Hunger Games: Mockingjay - Part 2,6.9,11866,160000000,653428261,137,"Adventure, Science Fiction, Action"
2023,Blue Beetle,6.9,1979,104000000,129300000,128,"Adventure, Action, Science Fiction"
2017,Cars 3,6.9,5380,175000000,383925276,102,"Adventure, Family, Animation, Comedy"
2005,Madagascar,6.9,10264,75000000,542100000,86,"Animation, Adventure, Comedy, Family"
2005,King Kong,6.9,7414,207000000,562363449,187,"Action, Drama, Adventure"
2023,Retribution,6.9,790,20000000,16700000,91,"Thriller, Action, Crime"
2013,Iron Man 3,6.9,21317,200000000,1215577205,130,"Action, Adventure, Science Fiction"
2021,The Last Warrior: Root of Evil,6.9,152,8400000,27658331,120,"Adventure, Comedy, Fantasy"
1998,The Lion King II: Simba's Pride,6.9,4190,0,0,81,"Family, Adventure, Animation, Action"
2020,Mulan,6.9,6366,200000000,69965374,115,"Action, Adventure, Fantasy, Drama"
2023,Priscilla,6.9,132,20000000,20800000,110,"Romance, Drama"
2023,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",6.9,77,0,0,50,"Adventure, Fantasy, Family, Action, Animation"
2004,White Chicks,6.9,3585,37000000,113086475,109,"Comedy, Crime"
2016,Kung Fu Panda 3,6.9,5470,145000000,521170825,95,"Action, Adventure, Animation, Comedy, Family"
2013,Pacific Rim,6.9,11739,180000000,411000000,131,"Action, Science Fiction, Adventure"
1999,The Mummy,6.9,8478,80000000,415885488,124,"Action, Adventure, Fantasy"
2023,PAW Patrol: The Mighty Movie,6.9,194,30000000,192400000,92,"Animation, Science Fiction, Drama, Adventure, Comedy, Family, Action"
2021,Eternals,6.9,7691,200000000,402064899,156,"Action, Adventure, Science Fiction"
2019,Fast & Furious Presents: Hobbs & Shaw,6.9,6752,200000000,760098996,137,"Comedy, Adventure, Action"
2023,Viking: Bloodlust,6.9,66,0,0,82,"Action, History"
2023,The Black Book,6.9,64,1000000,0,124,"Thriller, Action, Mystery"
2023,Heart of Stone,6.9,1394,0,0,124,"Thriller, Action"
2021,Army of Thieves,6.9,1812,30000000,46900000,127,"Comedy, Action, Crime, Thriller"
2013,Despicable Me 2,6.9,10668,76000000,970800000,98,"Comedy, Family, Animation"
2023,Babylon 5: The Road Home,6.9,57,0,0,80,"Animation, Science Fiction, Adventure, Action"
2018,Aquaman,6.9,13255,160000000,1148528393,143,"Adventure, Fantasy, Action"
2018,Hotel Transylvania 3: Summer Vacation,6.9,4140,80000000,528600000,97,"Family, Comedy, Animation, Fantasy"
2022,After Ever Happy,6.9,1083,14000000,19200000,95,"Drama, Romance"
2019,Jumanji: The Next Level,6.9,8083,125000000,801693929,123,"Comedy, Fantasy, Adventure"
2021,Ip Man: The Awakening,6.9,134,0,0,76,"Adventure, Action, Drama, History"
2022,Memory,6.9,1336,30000000,13900000,114,"Thriller, Crime, Action"
2019,Sunod,6.9,20,0,0,106,Horror
2023,AKA,6.9,564,0,0,122,Action
2023,EXmas,6.9,86,0,0,93,"TV Movie, Comedy, Romance"
2022,Nope,6.9,3454,68000000,170823080,130,"Horror, Science Fiction, Mystery"
2023,R.A.D.A.R.: The Adventures of the Bionic Dog,6.9,21,0,0,0,"Science Fiction, Comedy, Adventure, Family"
2018,The Grinch,6.9,3640,75000000,508600000,85,"Family, Animation, Fantasy, Comedy"
2021,Rushed,6.9,43,0,0,101,"Crime, Thriller, Mystery, Horror, Drama"
2014,Blended,6.9,3290,40000000,128000000,117,"Comedy, Romance"
2021,Nitram,6.9,139,0,0,112,"Drama, Thriller, Crime, Mystery"
2009,A Christmas Carol,6.9,4324,200000000,325300000,94,"Animation, Fantasy, Family"
2018,Sicario: Day of the Soldado,6.9,3272,35000000,75836683,122,"Action, Crime, Thriller"
2023,Ferrari,6.9,137,95000000,14700000,131,"History, Drama"
2017,The Fate of the Furious,6.9,9850,250000000,1236000000,136,"Action, Thriller, Crime"
2020,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.9,9792,75000000,205372791,108,"Crime, Action"
2023,The Nun II,6.9,1588,38500000,268100000,110,"Mystery, Thriller, Horror"
1992,Sneakers,6.9,826,23000000,105232691,126,"Drama, Comedy, Crime"
2023,Kandahar,6.9,786,0,3000000,119,"Thriller, Action"
2023,The Caine Mutiny Court-Martial,6.9,25,0,0,109,"War, Drama"
2012,Project X,6.9,5964,12000000,102731865,88,Comedy
2023,Desperation Road,6.9,60,0,0,112,"Crime, Thriller, Action, Drama"
2013,World War Z,6.8,14616,200000000,531865000,116,"Action, Drama, Science Fiction, Horror, Thriller"
2021,Tom & Jerry,6.8,2330,50000000,136536687,101,"Family, Animation, Comedy"
2015,Cinderella,6.8,6768,95000000,543514353,105,"Family, Drama, Romance, Fantasy"
2011,Thor,6.8,20260,150000000,449326618,115,"Action, Fantasy, Adventure"
2010,Iron Man 2,6.8,20034,200000000,623933331,124,"Action, Adventure, Science Fiction"
1997,Dragon Ball GT: A Hero's Legacy,6.8,302,0,0,45,"Family, Fantasy, Animation"
2015,Dragon Ball Z: Resurrection 'F',6.8,1740,5000000,61768190,93,"Science Fiction, Animation, Action"
1991,Robin Hood: Prince of Thieves,6.8,3015,48000000,390493908,143,"Drama, Adventure, Action"
2017,Star Wars: The Last Jedi,6.8,14517,200000000,1332698830,152,"Science Fiction, Action, Adventure"
2016,Miss Peregrine's Home for Peculiar Children,6.8,9524,110000000,296482446,127,"Adventure, Fantasy"
2023,May December,6.8,170,20000000,223505,117,"Comedy, Drama"
2017,Below Her Mouth,6.8,1072,0,33673,92,"Drama, Romance"
2001,Pure Imagination: The Story of 'Willy Wonka & the Chocolate Factory',6.8,17,0,0,30,"Documentary, Fantasy"
2019,It Chapter Two,6.8,8206,79000000,473100000,169,Horror
2023,Sniper: G.R.I.T. - Global Response & Intelligence Team,6.8,93,0,0,92,"Thriller, Action"
2021,The King's Man,6.8,4060,100000000,125900000,131,"Thriller, Comedy, Action, Adventure"
2011,Rango,6.8,6086,135000000,245724603,107,"Western, Family, Adventure, Animation, Comedy"
2023,Cobweb,6.8,541,0,5569593,88,Horror
2023,Beau Is Afraid,6.8,697,35000000,10000000,179,"Adventure, Fantasy, Comedy"
2018,Venom,6.8,14954,116000000,856085151,112,"Science Fiction, Action"
2022,Shadow Master,6.8,91,0,0,90,"Thriller, Action, Fantasy"
2000,Chicken Run,6.8,4669,45000000,224834564,84,"Animation, Family, Comedy"
2023,I Am Rage,6.8,26,0,0,89,"Action, Horror, Thriller"
2022,Disenchanted,6.8,956,0,0,119,"Fantasy, Family, Comedy"
2023,Reacher - Prime Premiere,6.8,4,0,0,106,"Drama, Crime, Action"
2022,Jurassic World Dominion,6.8,5455,165000000,1001978080,147,"Adventure, Action, Science Fiction"
2019,Ashfall,6.8,523,17700000,61321941,128,"Thriller, Adventure, Action"
2000,How the Grinch Stole Christmas,6.8,7018,123000000,345800000,104,"Fantasy, Family, Comedy"
2023,The Flash,6.8,3420,220000000,268400000,144,"Science Fiction, Action, Adventure"
2023,Zom 100: Bucket List of the Dead,6.8,454,0,0,129,"Horror, Comedy"
2023,All the Names of God,6.8,26,0,0,105,"Action, Thriller, Drama"
2021,Red Notice,6.8,5294,160000000,178143,118,"Comedy, Crime, Action"
2015,Hotel Transylvania 2,6.8,5425,80000000,473200000,89,"Comedy, Animation, Fantasy, Family"
2022,Roald Dahl's Matilda the Musical,6.8,656,25000000,35600000,117,"Fantasy, Family, Comedy"
2021,Space Jam: A New Legacy,6.8,3787,150000000,163700000,115,"Family, Comedy, Animation, Science Fiction"
2021,Venom: Let There Be Carnage,6.8,9390,110000000,506900000,97,"Action, Science Fiction, Adventure"
2023,No One Will Save You,6.8,823,22800000,0,93,"Horror, Science Fiction, Thriller"
2022,The Boss Baby: Christmas Bonus,6.8,271,0,0,47,"Adventure, Animation, Family"
2013,Dragon Ball Z: Battle of Gods,6.8,1419,0,50461371,85,"Science Fiction, Animation, Action"
2019,Captain Marvel,6.8,14910,152000000,1131416446,124,"Action, Adventure, Science Fiction"
2022,Terrifier 2,6.8,1537,250000,15100000,138,"Horror, Thriller"
1988,Dragon Ball: Mystical Adventure,6.8,231,0,8201600,48,"Animation, Action"
2014,The Hunger Games: Mockingjay - Part 1,6.8,15069,125000000,755356711,123,"Thriller, Adventure, Science Fiction"
2023,Digimon Adventure 02: The Beginning,6.8,5,0,0,87,"Adventure, Animation, Fantasy"
2021,Mousa,6.8,25,0,0,101,"Science Fiction, Adventure, Action"
2023,Spirit of Fear,6.8,12,0,0,78,Horror
2023,Bottoms,6.8,335,11300000,12725395,91,Comedy
2023,Knuckle Girl,6.7,18,0,0,107,"Drama, Action"
2022,Beast,6.7,1353,0,56000000,93,"Action, Thriller, Horror"
2023,Crater,6.7,221,0,0,104,"Family, Action, Science Fiction, Adventure"
2017,Murder on the Orient Express,6.7,9403,55000000,352800000,114,"Drama, Crime, Mystery"
2011,Just Go with It,6.7,5373,80000000,214945591,117,"Romance, Comedy"
2009,Ice Age: Dawn of the Dinosaurs,6.7,7819,90000000,886686817,94,"Adventure, Family, Animation, Comedy"
2015,The Good Dinosaur,6.7,5225,175000000,332207671,93,"Animation, Family, Adventure"
2019,The Club of Ugly Children,6.7,23,0,897441,91,"Adventure, Science Fiction, Family, Action"
2023,There's Something in the Barn,6.7,83,0,662030,100,"Comedy, Fantasy, Horror"
2018,The Equalizer 2,6.7,4882,62000000,190400157,121,"Action, Crime, Thriller"
2019,Glass,6.7,7915,20000000,247000000,129,"Drama, Science Fiction, Thriller"
2022,Good Boy,6.7,123,8500,0,76,"Thriller, Horror"
2023,A Haunting in Venice,6.7,1608,60000000,121400000,104,"Crime, Mystery, Thriller"
2015,Jurassic World,6.7,19626,150000000,1671537444,124,"Science Fiction, Thriller, Action, Adventure"
2021,Guimoon: The Lightless Door,6.7,80,0,0,85,"Horror, Thriller"
2022,X,6.7,2499,1000000,14700000,106,"Mystery, Horror, Thriller"
2022,My Name Is Vendetta,6.7,554,0,0,90,"Thriller, Action, Crime"
2022,Fantastic Beasts: The Secrets of Dumbledore,6.7,3993,200000000,407200000,142,"Family, Adventure, Fantasy"
2023,Overhaul,6.7,108,0,0,100,"Action, Drama, Thriller"
2022,The Ice Age Adventures of Buck Wild,6.7,1598,0,0,82,"Comedy, Adventure, Family, Animation"
2023,The Mother,6.7,1080,0,0,115,"Action, Thriller"
2006,Ice Age: The Meltdown,6.7,9221,80000000,660998756,91,"Adventure, Animation, Comedy, Family"
2016,Trolls,6.7,3393,125000000,346900000,92,"Family, Comedy, Music, Adventure, Animation, Fantasy"
2003,Bruce Almighty,6.7,10159,80000000,484600000,101,"Fantasy, Comedy"
2023,Thanksgiving,6.7,407,15000000,44000000,106,"Thriller, Horror, Mystery"
2022,Scream,6.7,2923,24000000,137700000,114,"Thriller, Mystery, Horror"
2004,The Polar Express,6.7,5901,165000000,310634054,100,"Family, Fantasy, Animation, Adventure"
2017,Going in Style,6.7,2620,25000000,84618541,96,"Crime, Comedy"
2015,Maze Runner: The Scorch Trials,6.7,9799,61000000,312296056,131,"Adventure, Action, Thriller, Science Fiction"
1992,Home Alone 2: Lost in New York,6.7,8981,18000000,358994850,120,"Family, Comedy, Adventure"
2020,Skydog,6.7,10,0,0,0,"Adventure, Action, Thriller, Mystery, Drama"
2023,Meg 2: The Trench,6.7,2762,129000000,384056482,116,"Science Fiction, Horror, Action"
2023,Dumb Money,6.7,195,30000000,20000000,104,"Comedy, Drama, History"
2022,Troll,6.7,1553,0,0,104,"Action, Fantasy, Adventure"
2023,Indiana Jones and the Dial of Destiny,6.7,2515,294700000,383922132,155,"Adventure, Action"
2012,The Amazing Spider-Man,6.7,16566,215000000,757930663,136,"Science Fiction, Action, Adventure"
2022,Orphan: First Kill,6.7,1893,0,9572765,99,"Thriller, Horror"
2022,Smile,6.7,2506,17000000,216100000,115,"Mystery, Horror, Thriller"
2023,The Bad Guys: A Very Bad Holiday,6.7,71,0,0,26,"Animation, Action, Family, Comedy"
2023,The Monkey King,6.7,227,0,0,92,"Comedy, Animation, Adventure, Fantasy, Family"
2022,Hunting Souls,6.7,35,0,0,93,Horror
2023,Renfield,6.7,1235,65000000,26400000,93,"Comedy, Fantasy, Horror"
2023,Insidious: The Red Door,6.7,1395,16000000,185582093,107,"Horror, Mystery, Thriller"
2023,The Flood,6.7,222,0,0,93,"Thriller, Horror, Action, Mystery"
2018,Fifty Shades Freed,6.7,7635,55000000,368300000,105,"Romance, Drama"
2019,Godzilla: King of the Monsters,6.7,5626,170000000,386600138,132,"Science Fiction, Action"
2017,Valerian and the City of a Thousand Planets,6.6,7119,177200000,225973340,136,"Action, Science Fiction, Adventure"
2023,Operation Fortune: Ruse de Guerre,6.6,1164,50000000,37800000,114,"Comedy, Thriller, Action"
2022,The Lost City,6.6,3164,74000000,192907684,112,"Comedy, Action, Adventure"
2019,The Wandering Earth,6.6,832,48000000,0,126,"Science Fiction, Drama, Action"
2011,Puss in Boots,6.6,3675,130000000,554987477,90,"Family, Adventure, Animation, Fantasy, Comedy"
2023,River Wild,6.6,110,0,0,91,"Mystery, Thriller, Adventure"
2023,Next Goal Wins,6.6,44,14000000,7156044,104,"Drama, Comedy"
2022,Slash/Back,6.6,46,0,15511,87,"Science Fiction, Thriller, Horror, Action"
2017,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,11334,230000000,795900000,128,"Adventure, Action, Fantasy"
2023,Haunted Mansion,6.6,818,157800000,117300000,123,"Fantasy, Family, Horror, Comedy"
2023,The Engineer,6.6,48,0,0,93,"Thriller, Action"
2012,Jack Reacher,6.6,6582,60000000,218300000,130,"Crime, Drama, Action, Thriller"
2014,The Purge: Anarchy,6.6,6149,9000000,111928365,104,"Thriller, Horror"
2023,Jagun Jagun,6.6,51,0,0,134,"Drama, Action"
2023,Psycho-Pass: Providence,6.6,7,0,0,121,"Crime, Mystery, Animation, Thriller"
2021,Infinite,6.6,1590,0,0,106,"Science Fiction, Thriller, Action"
2021,Ostap Bender: The Final Hustle,6.6,16,0,0,97,"Crime, Action, Adventure, Comedy"
2023,Sakra,6.6,132,0,159959,130,"Action, Drama"
2021,The Advent Calendar,6.6,250,0,456555,104,"Thriller, Drama, Horror"
2023,Quicksand,6.6,59,0,0,86,"Horror, Thriller, Mystery"
2023,The Secret Kingdom,6.6,52,0,0,98,"Adventure, Family, Fantasy"
2023,Knights of the Zodiac,6.6,951,60000000,6794519,113,"Fantasy, Adventure, Action"
2023,Shazam! Fury of the Gods,6.6,2649,125000000,133838006,130,"Action, Fantasy, Comedy"
2008,The Chronicles of Narnia: Prince Caspian,6.6,6025,225000000,419665568,150,"Family, Fantasy, Adventure"
2020,Sister-in-law's Taste,6.6,12,0,0,70,"Romance, Drama"
2023,Merry Little Batman,6.6,91,0,0,97,"Comedy, Family, Action, Animation"
2005,Saw II,6.6,5016,4000000,147800000,93,Horror
2010,Alice in Wonderland,6.6,13332,200000000,1025467110,108,"Family, Adventure, Fantasy"
2023,A Man of Reason,6.6,36,0,0,103,"Thriller, Drama, Action"
2015,It Follows,6.6,5997,2000000,14674076,101,"Mystery, Horror"
2017,Annabelle: Creation,6.6,5353,15000000,306500000,110,"Thriller, Mystery, Horror"
1983,Six Swedish Girls in Alps,6.6,51,0,0,90,"Comedy, Romance"
2023,The Killer,6.6,1417,175000000,362113,118,"Crime, Thriller"
2013,Man of Steel,6.6,14503,225000000,668045518,143,"Science Fiction, Adventure, Action"
2022,Blade of the 47 Ronin,6.6,184,0,0,106,Fantasy
2016,X-Men: Apocalypse,6.5,12352,178000000,543934787,144,"Science Fiction, Action, Fantasy, Adventure"
2023,Through My Window: Across the Sea,6.5,614,0,0,110,"Romance, Comedy, Drama"
2023,The Boogeyman,6.5,679,41900000,66978229,99,"Mystery, Thriller, Horror"
2011,The Hangover Part II,6.5,9950,80000000,586764305,102,Comedy
2023,Rumble Through the Dark,6.5,30,0,0,116,"Action, Thriller"
2023,The Devil Conspiracy,6.5,330,0,0,111,"Science Fiction, Thriller, Fantasy, Horror"
2021,Megaboa,6.5,447,0,0,100,"Horror, Science Fiction, Action"
2023,Murder Mystery 2,6.5,1463,0,0,91,"Crime, Comedy"
2022,Death on the Nile,6.5,3248,90000000,137307235,127,"Crime, Mystery, Thriller"
2013,Thor: The Dark World,6.5,16571,170000000,644783140,112,"Adventure, Action, Fantasy"
2023,Wish,6.5,226,175000000,176900000,95,"Fantasy, Family, Adventure, Animation"
2023,Kho Gaye Hum Kahan,6.5,19,0,0,135,Drama
2022,The Next 365 Days,6.5,902,0,0,112,"Drama, Romance"
2012,The Twilight Saga: Breaking Dawn - Part 2,6.5,8465,120000000,829747654,115,"Romance, Drama, Fantasy, Adventure"
2023,1962 Halloween Massacre,6.5,2,0,0,80,Horror
2018,Terrifier,6.5,1809,100000,416300,84,"Thriller, Horror"
2018,Jurassic World: Fallen Kingdom,6.5,11211,170000000,1310466296,129,"Action, Thriller, Science Fiction, Adventure"
2019,Rambo: Last Blood,6.5,3613,50000000,91500000,89,"Drama, Action, Thriller"
2017,Kong: Skull Island,6.5,9840,185000000,566652812,118,"Adventure, Fantasy, Action"
2023,Leave the World Behind,6.5,1402,0,0,141,"Mystery, Thriller, Science Fiction, Drama"
2023,Resurrected,6.5,38,0,0,90,"Horror, Science Fiction"
2023,Asteroid City,6.5,1295,25000000,47281670,105,"Comedy, Drama"
2023,Maestro,6.5,238,0,300000,131,"Music, Drama, Romance"
2014,The Amazing Spider-Man 2,6.5,12537,200000000,708962323,141,"Action, Science Fiction, Adventure"
2023,Freelance,6.5,426,40000000,8900000,108,"Comedy, Action"
2023,Muzzle,6.5,138,0,7807,100,"Thriller, Drama, Action, Crime"
2015,Spectre,6.5,10027,245000000,880674609,148,"Thriller, Adventure, Action"
2023,LEGO Marvel Avengers: Code Red,6.5,57,0,0,46,"Family, Animation, Action"
2014,Penguins of Madagascar,6.5,3897,132000000,373552094,92,"Comedy, Family, Adventure, Animation"
2015,Scouts Guide to the Zombie Apocalypse,6.5,1777,15000000,14860766,93,"Horror, Comedy"
2023,The Marsh King's Daughter,6.5,79,0,0,108,"Mystery, Thriller, Drama"
2023,Spy Kids: Armageddon,6.5,101,0,0,98,"Adventure, Science Fiction, Family, Comedy, Action"
2020,Wonder Woman 1984,6.5,7971,200000000,169601036,151,"Action, Adventure, Fantasy"
2022,A Show-Stopping Christmas,6.5,6,0,0,87,"Romance, Drama"
2023,Dashing Through the Snow,6.5,78,0,0,91,"Family, Comedy, Fantasy"
2021,Mount Adams,6.5,9,0,0,94,"Science Fiction, Action, Adventure"
2017,Fifty Shades Darker,6.5,7338,55000000,378800000,118,"Romance, Drama"
2023,Darkland: The Return,6.5,349,0,0,110,"Thriller, Action"
2017,Despicable Me 3,6.5,6671,80000000,1031600000,90,"Family, Adventure, Comedy, Animation, Action"
